cik,entityName
1703497,"YOGAWORKS, INC."
1703625,"Treasure & Shipwreck Recovery, Inc."
1703644,GRANITE POINT MORTGAGE TRUST INC.
1703647,"FREQUENCY THERAPEUTICS, INC."
1703785,SITIO ROYALTIES CORP.
1703956,"CONCRETE PUMPING HOLDINGS, INC."
1703975,"RISB PROPERTIES, INC."
1704235,QUINTANA ENERGY SERVICES INC.
1704292,ZAI LAB LIMITED
1704596,"EVO Payments, Inc."
1704711,"FUNKO, INC."
1704715,"ALPHA METALLURGICAL RESOURCES, INC."
1704720,"CANNAE HOLDINGS, INC."
1704760,"American Virtual Cloud Technologies, Inc."
1704795,"BANTEC, INC."
1704956,"ALBERTSONS COMPANIES, LLC"
1705012,FAT Brands Inc.
1705110,Angi Inc.
1705126,"AG ACQUISITION GROUP, INC."
1705338,Spark Networks SE
1705445,GOLD STANDARD MINING CO
1705458,EMPEROR PAPER INDUSTRIES LTD
1705682,Venator Materials PLC
1705696,VICI Properties Inc.
1705771,DRAPER OAKWOOD TECHNOLOGY ACQUISITION INC.
1705843,"Cibus, Inc."
1705873,Berry Corporation (bry)
1706431,"Vir Biotechnology, Inc."
1706509,COSMOS GROUP HOLDINGS INC.
1706524,"URBAN-GRO, INC."
1706573,"Tribus Enterprises, Inc."
1706945,G-MES HOLDINGS INC.
1706946,"Virgin Galactic Holdings, Inc."
1707092,DELPHI TECHNOLOGIES PLC
1707178,CorePoint Lodging Inc.
1707258,AMESITE INC.
1707306,HAYMAKER ACQUISITION CORP.
1707502,Solid Biosciences Inc.
1707753,Elastic N.V.
1707910,"REBORN COFFEE, INC."
1707919,CENNTRO ELECTRIC GROUP LIMITED
1707925,Linde plc
1708035,Ecovyst Inc.
1708055,RIBBON COMMUNICATIONS INC.
1708176,HALL OF FAME RESORT & ENTERTAINMENT COMPANY
1708301,BP Midstream Partners LP
1708331,"VIRPAX PHARMACEUTICALS, INC."
1708341,ALLIED GAMING & ENTERTAINMENT INC.
1708405,TREMONT MORTGAGE TRUST
1708410,SIMPLICITY ESPORTS AND GAMING COMPANY
1708493,"Harpoon Therapeutics, Inc."
1708527,"Aziyo Biologics, Inc."
1708599,"AgeX Therapeutics, Inc."
1708646,GOLDMAN SACHS PHYSICAL GOLD ETF
1708715,SENECA FINANCIAL CORP.
1709017,"FFBW, INC."
1709164,HAMILTON BEACH BRANDS HOLDING COMPANY
1709401,"RUBIUS THERAPEUTICS, INC."
1709474,BIOSTAR ANGEL STEM CELL CORP
1709542,ELECTRONIC SERVITOR PUBLICATION NETWORK INC.
1709587,AEDAN FINANCIAL CORP
1709682,"CUSTOM TRUCK ONE SOURCE, INC."
1709768,SENTINEL ENERGY SERVICES INC.
1709774,BILLION HOLDING INC.
1710072,"Edgewise Therapeutics, Inc."
1710155,"National Vision Holdings, Inc."
1710340,"Eton Pharmaceuticals, Inc."
1710366,CONSOL Energy Inc
1710495,PINEAPPLE EXPRESS CANNABIS COMPANY
1710583,"Switch, Inc."
1711012,Senmiao Technology Ltd
1711269,"EVERGY, INC."
1711279,"Krystal Biotech, Inc."
1711291,CURO GROUP HOLDINGS CORP.
1711438,LHI ACQUISITION CORP
1711485,"DGOC SERIES 28, L.P."
1711631,DGOC SERIES 18B LP
1711675,NIGHTSTAR THERAPEUTICS PLC
1711736,DGOC SERIES 18C LP
1711754,INMUNE BIO INC.
1711786,"Hoth Therapeutics, Inc."
1711799,"Nuveen Global Cities REIT, Inc."
1711929,"Starwood Real Estate Income Trust, Inc."
1711933,"Akoya Biosciences, Inc."
1712041,YAPPA WORLD INCOPORATED
1712184,Liberty Latin America Ltd.
1712189,TARGET HOSPITALITY CORP.
1712463,RANPAK HOLDINGS CORP.
1712543,Andover National Corp
1712923,"GreenSky, Inc."
1713210,AGAPE ATP CORPORATION
1713407,Brookfield Real Estate Income Trust Inc.
1713539,Kaixin Auto Holdings
1713683,"ZSCALER, INC."
1713809,"Chengda Technology Co., Ltd."
1713832,HyreCar Inc.
1713863,"RAFAEL HOLDINGS, INC."
1713909,"Water Now, Inc."
1713952,"Vivint Smart Home, Inc."
1714232,"ATLANTIC ACQUISITION II, INC."
1714367,SIGMARENOPRO INC
1714379,"FACT, INC"
1714798,PREVAIL THERAPEUTICS INC.
1714899,Denali Therapeutics Inc.
1714973,KINDER MORGAN CANADA LTD
1715433,LEADER CAPITAL HOLDINGS CORP.
1715611,BODY AND MIND INC.
1715629,"RANGERS SUB I, LLC"
1715768,"Transphorm, Inc."
1715819,"Electromedical Technologies, Inc"
1715942,"DATA VISION, INC."
1716166,"Vivos Therapeutics, Inc."
1716188,"SSB BANCORP, INC."
1716324,Regnum Corp.
1716583,Hyzon Motors Inc.
1716621,"Ra Medical Systems, Inc."
1716697,FIRST CHOICE BANCORP
1716947,"Ensysce Biosciences, Inc."
1717307,INDUSTRIAL LOGISTICS PROPERTIES TRUST
1717452,"Odonate Therapeutics, Inc."
1717547,"BRIGHTSPIRE CAPITAL, INC."
1717556,"VINCO VENTURES, INC."
1717961,REGALWOOD GLOBAL ENERGY LTD.
1718108,"SURFACE ONCOLOGY, INC."
1718224,"BT BRANDS, INC."
1718227,"Construction Partners, Inc."
1718405,HYCROFT MINING HOLDING CORPORATION
1718500,REVIV3 PROCARE COMPANY
1718512,Gates Industrial Corporation plc
1718644,"ZANDER THERAPEUTICS, INC"
1718852,"PROMETHEUS BIOSCIENCES, INC."
1719323,"ENERGY CONVERSION SERVICES, INC."
1719395,"Eargo, Inc."
1719406,"NRX Pharmaceuticals, Inc."
1719435,"Assisted 4 Living, Inc."
1719489,"KALEYRA, INC."
1719881,"FMC GLOBALSAT HOLDINGS, INC."
1719893,MTECH ACQUISITION CORP
1720025,ALLEGRO MERGER CORP.
1720116,"RED VIOLET, INC."
1720201,IPIC ENTERTAINMENT INC.
1720259,"CAPITAL ACCESS POINT I, INC."
1720286,Internet Sciences Inc.
1720353,NEBULA ACQUISITION CORP
1720580,"Adicet Bio, Inc."
1720592,Repay Holdings Corporation
1720635,nVent Electric plc
1720725,"OYSTER POINT PHARMA, INC."
1720821,PAE Inc
1720893,"BioXcel Therapeutics, Inc."
1720990,Fisker Inc./DE
1721056,HOOPS SCOUTING USA
1721133,RIGHT OF REPLY LTD
1721386,LANDSEA HOMES CORPORATION
1721478,"FINEST ACQUISITION, INC."
1721484,Longeveron Inc.
1721741,"Lazydays Holdings, Inc."
1721947,JAMF HOLDING CORP.
1722010,OP BANCORP
1722271,"AKOUOS, INC."
1722287,COVIA HOLDINGS CORP
1722438,"Doma Holdings, Inc."
1722482,"Avantor, Inc."
1722556,BESTGOFER INC.
1722684,"Wyndham Hotels & Resorts, Inc."
1722731,"FDCTECH, INC."
1722964,"Y-mAbs Therapeutics, Inc."
1722992,SMTA LIQUIDATING TRUST
1723059,BIO ESSENCE CORP.
1723083,VICTORY COMMERCIAL MANAGEMENT INC.
1723089,ChampionX Corp
1723128,"Amneal Pharmaceuticals, Inc."
1723177,"SYNDICATED RESORTS ASSOCIATION,INC."
1723187,LEADER HILL CORPORATION
1723580,"BurgerFi International, Inc."
1723596,"Columbia Financial, Inc."
1723648,"LIVEVOX HOLDINGS, INC."
1723866,"SELECT INTERIOR CONCEPTS, INC."
1724001,AXELEREX CORP.
1724344,Entasis Therapeutics Holdings Inc.
1724521,"Arcus Biosciences, Inc."
1724570,DATTO HOLDING CORP.
1724670,PERSPECTA INC.
1724787,ZAMEE CORP.
1724965,Talos Energy Inc.
1724979,Rain Oncology Inc.
1725057,Ceridian HCM Holding Inc.
1725063,JUFEEL INTERNATIONAL GROUP
1725134,"Digital Media Solutions, Inc."
1725160,"Zentalis Pharmaceuticals, Inc."
1725206,UNION ACQUISITION CORP.
1725210,Grayscale Ethereum Trust (ETH)
1725255,AdaptHealth Corp.
1725430,Intelligent Bio Solutions Inc.
1725516,"Renewable Innovations, Inc."
1725526,HighPoint Resources Corporation
1725579,"PLURALSIGHT, INC."
1725872,"BM Technologies, Inc."
1725911,NETBRANDS CORP.
1726079,"TIPMEFAST, INC"
1726126,EPSILON ENERGY LTD.
1726146,TWELVE SEAS INVESTMENT CO
1726173,BIGLARI HOLDINGS INC.
1726287,BHATT DEVELOPERS & BUILDERS INC.
1726293,PURE ACQUISITION CORP.
1726445,"SEER, INC."
1726711,"Aditxt, Inc."
1726744,Exent Corp.
1726822,SOUL BIOTECHNOLOGY CORP
1726978,"GOOSEHEAD INSURANCE, INC."
1727196,SCHOLAR ROCK HOLDING CORP
1727263,"Frontdoor, Inc."
1727815,AFRIKA4U
1728041,CF FINANCE ACQUISITION CORP.
1728117,"GOSSAMER BIO, INC."
1728205,Piedmont Lithium Inc.
1728328,InMed Pharmaceuticals Inc.
1728599,"BIG TIME HOLDINGS, INC."
1728688,"i3 Verticals, Inc."
1728951,"Essential Properties Realty Trust, Inc."
1729149,"Viemed Healthcare, Inc."
1729427,"CNS Pharmaceuticals, Inc."
1729637,KARBON-X CORP.
1729750,"Kubient, Inc."
1729751,"SOCAL HARVEST, INC."
1729756,FINTECH ACQUISITION CORP. III
1729944,"IMAC Holdings, Inc."
1730168,Broadcom Inc.
1730346,"CHARAH SOLUTIONS, INC"
1730430,"Kiniksa Pharmaceuticals, Ltd."
1730732,3FORCES INC.
1730773,BLUE STAR FOODS CORP.
1730869,"Everything Blockchain, Inc."
1730984,BAYCOM CORP
1731176,TOTTENHAM ACQUISITION I LTD
1731289,Nikola Corporation
1731348,"Tilray Brands, Inc."
1731362,"CROSSCODE, INC."
1731536,TRINITY MERGER CORP.
1731727,"LMP Automotive Holdings, Inc."
1731831,"EIDOS THERAPEUTICS, INC."
1731911,SKYE LIFE VENTURES LTD.
1732004,"NAUTILUS HOLDCO, INC."
1732677,"SUSTINERE HOLDINGS, INC."
1732845,WestRock Company
1733186,"Veoneer, Inc."
1733257,"FINCH THERAPEUTICS GROUP, INC."
1733294,GENERATION BIO CO.
1733413,"TFF PHARMACEUTICALS, Inc."
1733998,NORTHWEST NATURAL HOLDING COMPANY
1734342,Amerant Bancorp Inc.
1734517,"VIELA BIO, INC."
1734713,"BrightView Holdings, Inc."
1734750,MOVANO INC.
1734875,"Mid-Southern Bancorp, Inc."
1735041,GREENLAND TECHNOLOGIES HOLDING CORPORATION
1735092,"GOFBA, INC."
1735184,RETAIL VALUE INC.
1735438,MeiraGTx Holdings plc
1735707,Garrett Motion Inc.
1735803,"Apria, Inc."
1735828,LEGACY RESERVES INC.
1735858,FAR POINT ACQUISITION CORP
1736865,"GOLDEN DEVELOPING SOLUTIONS, INC."
1736874,HL ACQUISITIONS CORP.
1736946,"ARLO TECHNOLOGIES, INC."
1737193,Luduson G Inc.
1737204,"RIVIERA RESOURCES, INC."
1737287,"Allogene Therapeutics, Inc."
1737372,"SYSOREX, INC."
1737422,New Frontier Health Corp
1737523,BIONEXUS GENE LAB CORP.
1737927,Canopy Growth Corporation
1737953,"REPLIMUNE GROUP, INC."
1738021,"Compass Therapeutics, Inc."
1738177,CAMBIUM NETWORKS CORP
1738758,GLORY STAR NEW MEDIA GROUP HOLDINGS LIMITED
1738827,"KLX Energy Services Holdings, Inc."
1739104,Elanco Animal Health Inc
1739174,BiomX Inc.
1739208,"Tenaya Group, Inc."
1739426,RVL Pharmaceuticals plc
1739445,"Arcosa, Inc."
1739566,"Utz Brands, Inc."
1739614,"INHIBRX, INC."
1739936,Momentive Global Inc.
1739940,The Cigna Group
1739942,SolarWinds Corp
1740093,"GD ACQUISITION GROUP, INC."
1740332,"Resideo Technologies, Inc."
1740547,UROVANT SCIENCES LTD.
1740695,"Lux Amber, Corp."
1740797,AVANT TECHNOLOGIES INC.
1741231,"TATTOOED CHEF, INC."
1741257,"BANGFU TECHNOLOGY GROUP CO., LTD."
1741489,"ELVICTOR GROUP, INC."
1741830,"Kronos Bio, Inc."
1742089,"CBM BANCORP, INC."
1742491,"KENLOC, INC."
1742550,CORE LITHIUM CORP.
1742924,LIVENT CORPORATION
1742927,"Reviva Pharmaceuticals Holdings, Inc."
1743725,"Grid Dynamics Holdings, Inc."
1743745,"Greenlane Holdings, Inc."
1743759,"Corsair Gaming, Inc."
1743858,LONGEVITY ACQUISITION CORP
1743881,"BridgeBio Pharma, Inc."
1743886,"FEDERAL LIFE GROUP, INC."
1743907,"Sun Country Airlines Holdings, Inc."
1744489,WALT DISNEY CO/
1744494,"Advent Technologies Holdings, Inc."
1744659,"Akero Therapeutics, Inc."
1744894,"SIRIUS INTERNATIONAL INSURANCE GROUP, LTD."
1744895,CHURCHILL CAPITAL CORP
1745032,"LODGING FUND REIT III, INC."
1745041,"IAA, Inc."
1745078,"Vynleads, Inc."
1745317,"VELODYNE LIDAR, INC."
1745797,"Brigham Minerals, Inc."
1745916,"PennyMac Financial Services, Inc."
1745931,JS BEAUTY LAND NETWORK TECHNOLOGY INC.
1745999,Beam Therapeutics Inc.
1746037,ARYA SCIENCES ACQUISITION CORP.
1746109,Bank First Corp
1746119,MU GLOBAL HOLDING LIMITED
1746129,Bank7 Corp.
1746214,BIOPLUS LIFE CORP
1746278,"GoLogiq, Inc."
1746466,"EQUILLIUM, INC."
1746468,EDTECHX HOLDINGS ACQUISITION CORP.
1746473,"PLIANT THERAPEUTICS, INC."
1746563,"PotNetwork Holdings, Inc."
1746618,"REVOLVE GROUP, INC."
1747009,EQUITRANS MIDSTREAM CORPORATION
1747068,"METROCITY BANKSHARES, INC."
1747079,Bally’s Corporation
1747748,QUALTRICS INTERNATIONAL INC.
1748232,"GPODS, INC."
1748252,DD3 ACQUISITION CORP.
1748401,"VIVI HOLDINGS, INC."
1748621,Alberton Acquisition Corp
1748773,Rattler Midstream LP
1748790,AMCOR PLC
1748824,BRIGHTSPHEREInvestment Group Inc.
1748907,ORCHARD THERAPEUTICS PLC
1749704,"AGILITI, INC. \DE"
1749723,New Fortress Energy Inc.
1749849,Organic Agricultural Co Ltd
1750019,TCR2 Therapeutics Inc.
1750106,Alset Inc.
1750149,"INHIBIKASE THERAPEUTICS, INC."
1750153,CANOO INC
1750284,"OLEMA PHARMACEUTICALS, INC."
1750384,"CareClix Holdings, Inc."
1750398,"YUMBA RECORDS STORAGE, INC."
1750506,"VOICEINTEROP, INC."
1750735,Meridian Corp
1750777,"Hawkeye Systems, Inc."
1751008,AppLovin Corporation
1751143,"ATLAS TECHNICAL CONSULTANTS, INC."
1751299,"KALEIDO BIOSCIENCES, INC."
1751692,"1895 Bancorp of Wisconsin, Inc."
1751700,"TEB Bancorp, Inc."
1751707,United Express Inc.
1751783,"Rhinebeck Bancorp, Inc."
1751788,Dow Inc.
1751882,"MARY JANE'S CBD DISPENSARY, INC."
1752036,CALIFORNIA BANCORP
1752039,"POSITIVE PHYSICIANS HOLDINGS, INC."
1752372,EZAGOO LIMITED
1752474,KLDiscovery Inc.
1752773,ETC M-A ACQUISITION LLC
1752828,Celularity Inc.
1752836,"COVETRUS, INC."
1753162,FATHOM HOLDINGS INC.
1753373,"M2i     GLOBAL, INC."
1753391,"TANCHENG GROUP CO., LTD."
1753539,BLACKSKY TECHNOLOGY INC
1753648,8I ENTERPRISES ACQUISITION CORP.
1753673,SCIENJOY HOLDING CORPORATION
1753681,Elite Performance Holding Corp.
1753706,"Whole Earth Brands, Inc."
1753886,STONEMOR INC.
1753931,"SHENGDA NETWORK TECHNOLOGY, INC."
1754068,"ALLOVIR, INC."
1754170,AerSale Corporation
1754195,TRULIEVE CANNABIS CORP.
1754301,FOX CORPORATION
1754820,"DESKTOP METAL, INC."
1754824,SCHULTZE SPECIAL PURPOSE ACQUISITION CORP.
1755058,ATIF Holdings Ltd
1755101,"APPLIFE DIGITAL SOLUTIONS, INC."
1755237,"CYCLERION THERAPEUTICS, INC."
1755672,"Corteva, Inc."
1755953,Akerna Corp.
1756180,"NOCERA, INC."
1756262,"TransMedics Group, Inc."
1756390,"ASCEND WELLNESS HOLDINGS, INC."
1756497,Change Healthcare Inc.
1756574,"New World Technologies, Inc."
1756640,WISEMAN GLOBAL LIMITED
1756761,Invesco Real Estate Income Trust Inc.
1757067,"W O GROUP, INC."
1757073,ENVISTA HOLDINGS CORPORATION
1757715,"Aterian, Inc."
1757898,STERIS plc
1757932,"ROMEO POWER, INC."
1758009,QUANTUM COMPUTING INC.
1758021,Karat Packaging Inc.
1758057,"Luminar Technologies, Inc./DE"
1758157,"EMAGINOS, INC. VA"
1758488,OneSpaWorld Holdings Limited
1758730,Tradeweb Markets Inc.
1758766,"STEM, INC."
1759008,"CarLotz, Inc."
1759138,"CABALETTA BIO, INC."
1759186,"COEPTIS THERAPEUTICS HOLDINGS, INC."
1759424,"EVIL EMPIRE DESIGNS, INC."
1759425,"Mirum Pharmaceuticals, Inc."
1759509,"Lyft, Inc."
1759546,Lordstown Motors Corp.
1759631,HYLIION HOLDINGS CORP.
1759655,"Privia Health Group, Inc."
1759774,"POSTAL REALTY TRUST, INC."
1759824,ALTA EQUIPMENT GROUP INC.
1760026,"MESO NUMISMATICS, INC."
1760173,"SURGALIGN HOLDINGS, INC."
1760439,HARVEST HEALTH & RECREATION INC.
1760542,HOOKIPA PHARMA INC.
1760683,East Stone Acquisition Corporation
1760689,"Microvast Holdings, Inc."
1760717,SCIPLAY CORPORATION
1760903,"JUPITER WELLNESS, INC."
1760965,"KONTOOR BRANDS, INC."
1761312,"Palomar Holdings, Inc."
1761534,GOLDEN ROYAL DEVELOPMENT INC.
1761540,Stratus Capital Corp.
1761612,Bicycle Therapeutics plc
1761696,Crown Electrokinetics Corp.
1761940,Diamond S Shipping Inc.
1762239,"KAIVAL BRANDS INNOVATIONS GROUP, INC."
1762303,"AVITA MEDICAL, INC."
1762322,"Shift Technologies, Inc."
1762359,"ACREAGE HOLDINGS, INC."
1762533,"NORTHWEST OIL & GAS TRADING COMPANY, INC."
1763329,"Mycotopia Therapies, Inc."
1763660,SEATECH VENTURES CORP.
1763731,REPLAY ACQUISITION CORP.
1763950,Lantern Pharma Inc.
1764013,"IMMUNOVANT, INC."
1764046,CLARIVATE PLC
1764301,SC Health Corp
1764443,FHT FUTURE TECHNOLOGY LTD
1764711,PROFICIENT ALPHA ACQUISITION CORP
1764925,"Slack Technologies, Inc."
1765048,GUOCHUN INTERNATIONAL INC.
1765651,PACIFIC SPORTS EXCHANGE INC.
1765826,"Blubuzzard, Inc."
1766016,CRUCIAL INNOVATIONS CORP.
1766146,UNION ACQUISITION CORP. II
1766267,SYNERGY EMPIRE LIMITED
1766352,"Carrier EQ, LLC"
1766363,"Endeavor Group Holdings, Inc."
1766368,"Mayville Engineering Company, Inc."
1766400,"THE PENNANT GROUP, INC."
1766502,"CHEWY, INC."
1766526,"TECTONIC FINANCIAL, INC."
1766682,CCF HOLDINGS LLC
1767258,"XPEL, INC."
1767837,"RICHMOND MUTUAL BANCORPORATION, INC."
1768012,"Golden Nugget Online Gaming, Inc."
1768206,OXFORD NORTHEAST LTD.
1768224,ARCTURUS THERAPEUTICS HOLDINGS INC.
1768267,CERENCE INC.
1768910,GREENCITY ACQUISITION CORPORATION
1769267,"First Seacoast Bancorp, Inc."
1769318,"Thunder Bridge Acquisition II, LTD"
1769617,"HarborOne Bancorp, Inc."
1769624,AGBA GROUP HOLDING LIMITED
1769663,"Pioneer Bancorp, Inc./MD"
1769725,"Eureka Homestead Bancorp, Inc."
1769804,"AUGMEDIX, INC."
1770121,"Sana Biotechnology, Inc."
1770141,"UpHealth, Inc."
1770202,HANTANG CULTURE & EDUCATION HOLDING GROUP LTD
1770251,ORISUN ACQUISITION CORP.
1770450,XEROX HOLDINGS CORPORATION
1770561,Coronado Global Resources Inc.
1770787,"10x Genomics, Inc."
1771077,"TELEMYND, INC."
1771515,Grocery Outlet Holding Corp.
1771706,"GOODNESS GROWTH HOLDINGS, INC."
1771908,HAYMAKER ACQUISITION CORP. II
1771917,"Karuna Therapeutics, Inc."
1771928,FELLAZO INC.
1772016,"BellRing Brands, Inc."
1772028,Scopus BioPharma Inc.
1772177,"KURA SUSHI USA, INC."
1772695,Sunnova Energy International Inc.
1772720,Spruce Power Holding Corporation
1772757,DRAFTKINGS INC.
1772921,OneWater Marine Inc.
1773086,YUNHONG INTERNATIONAL
1773087,TUSCAN HOLDINGS CORP. II
1773383,"Dynatrace, Inc."
1773427,"SPRINGWORKS THERAPEUTICS, INC."
1773751,"HIMS & HERS HEALTH, INC."
1774155,BTRS HOLDINGS INC.
1774170,"POWERFLEET, INC."
1774675,Skillsoft Corp.
1775625,"SMILEDIRECTCLUB, INC."
1776048,"AMERAMEX INTERNATIONAL, INC."
1776197,AKUMIN INC.
1776661,Advantage Solutions Inc.
1776903,NETFIN ACQUISITION CORP.
1776909,CURIOSITYSTREAM INC.
1776932,MEDMEN ENTERPRISES INC.
1777319,"CISO GLOBAL, INC."
1777393,"ChargePoint Holdings, Inc."
1777835,PERELLA WEINBERG PARTNERS
1777921,"AvePoint, Inc."
1777946,"IronNet, Inc."
1778784,"Provident Bancorp, Inc."
1778805,"TARONIS FUELS, INC."
1779020,"DANIMER SCIENTIFIC, INC."
1779128,"BLADE AIR MOBILITY, INC."
1779474,"WM TECHNOLOGY, INC."
1780097,"Baudax Bio, Inc."
1780262,NEWBORN ACQUISITION CORP
1780312,"AST SPACEMOBILE, INC."
1781115,Alussa Energy Acquisition Corp.
1781162,Momentus Inc.
1781335,OTIS WORLDWIDE CORPORATION
1781405,"Odyssey Semiconductor Technologies, Inc."
1781726,NP Life Sciences Health Industry Group Inc.
1781755,"BRP GROUP, INC."
1781983,"Aprea Therapeutics, Inc."
1782754,AZEK Co Inc.
1783180,CARRIER GLOBAL CORPORATION
1783183,"PHATHOM PHARMACEUTICALS, INC."
1783317,McAfee Corp.
1783398,UWM HOLDINGS CORPORATION
1783400,"US ECOLOGY, INC."
1783875,4Front Ventures Corp.
1784058,Pony Group Inc.
1784168,"ELECTRIC LAST MILE SOLUTIONS, INC."
1784254,MEDIACO HOLDING INC.
1784440,NOWTRANSIT INC.
1784535,"Porch Group, Inc."
1784567,"HARBOR CUSTOM DEVELOPMENT, INC."
1784797,Broadmark Realty Capital Inc.
1784851,"SHAPEWAYS HOLDINGS, INC."
1784970,WETRADE GROUP INC
1785041,CHP MERGER CORP.
1785173,"89bio, Inc."
1785345,"Landos Biopharma, Inc."
1785424,"Katapult Holdings, Inc."
1785493,PHOENIX PLUS CORP.
1785494,Woodbridge Liquidation Trust
1785592,"Leafly Holdings, Inc. /DE"
1786117,"ALPINE INCOME PROPERTY TRUST, INC."
1786119,"Excellerant, Inc."
1786248,"NexPoint Real Estate Finance, Inc."
1786352,"BILL HOLDINGS, INC."
1786431,REYNOLDS CONSUMER PRODUCTS INC.
1786842,Vontier Corporation
1787005,"Cincinnati Bancorp, Inc."
1787123,QLY BIOTECH GROUP CORP.
1787297,"PASSAGE BIO, INC."
1787306,"ARCUTIS BIOTHERAPEUTICS, INC."
1787384,"FFBW, Inc. /MD/"
1787400,"Nkarta, Inc."
1787412,"WB Burgers Asia, Inc."
1787414,Bogota Financial Corp.
1787518,BRILLIANT ACQUISITION CORPORATION
1787791,"Juniper Industrial Holdings, Inc."
1788028,"JASPER THERAPEUTICS, INC."
1788841,"micromobility.com, Inc."
1788882,"ROOT, INC."
1789029,"AEVA TECHNOLOGIES, INC."
1789192,"SAVE     FOODS, INC."
1789330,"MJ Harvest, Inc."
1789760,CIIG MERGER CORP.
1789769,"Instil Bio, Inc."
1789832,Hess Midstream LP
1789972,"CULLINAN ONCOLOGY, INC."
1790121,ACKRELL SPAC PARTNERS I CO.
1790625,"AgileThought, Inc."
1790665,THE GREENROSE HOLDING COMPANY INC.
1790982,ARCONIC CORPORATION
1791091,"SOC TELEMED, INC."
1791325,Freedom Internet Group Inc.
1792044,VIATRIS INC.
1792580,Ovintiv Inc.
1792581,"Kiromic BioPharma, Inc."
1792789,"DOORDASH, INC."
1792849,"HighPeak Energy, Inc."
1793229,MULTIPLAN CORPORATION
1793294,"PPD, Inc."
1793330,DONGFANG CITY HOLDING GROUP Co Ltd
1793659,"Rush Street Interactive, Inc."
1793906,"WELL-BEING HOLDINGS, INC."
1794515,ZoomInfo Technologies Inc.
1794621,"QUANERGY SYSTEMS, INC."
1794669,"SHIFT4 PAYMENTS, INC."
1794717,SCVX Corp.
1794783,"SelectQuote, Inc."
1794905,"Cyxtera Technologies, Inc."
1794942,STARK FOCUS GROUP INC.
1795139,GREEN THUMB INDUSTRIES INC.
1795250,SPHERE ENTERTAINMENT CO.
1795938,"CREATIONS, INC."
1796022,STEPSTONE GROUP INC.
1796129,"Vincerx Pharma, Inc."
1796209,APi Group Corporation
1796280,"ORIC PHARMACEUTICALS, INC."
1796297,BYMAX CORP.
1796303,Roth CH Acquisition I Co
1796949,Healthcare Business Resources Inc.
1797099,PTK ACQUISITION CORP.
1797336,"Old Ayala, Inc."
1797762,"KENONGWO GROUP US, INC."
1797768,KINNATE BIOPHARMA INC.
1797956,"RCMW Group, Inc."
1798100,NETSTREIT Corp.
1798270,ASSURE HOLDINGS CORP.
1798458,"CARRIAGE HOUSE EVENT CENTER, INC."
1798562,TMC THE METALS COMPANY INC.
1799191,"The Oncology Institute, Inc."
1799208,"Dun & Bradstreet Holdings, Inc."
1799332,GAN Limited
1799448,"Aligos Therapeutics, Inc."
1799611,Collective Growth Corp
1799788,"GREENWICH LIFESCIENCES, INC."
1799850,"Renovacor, Inc."
1799858,wShares Enhanced Gold ETF
1800199,"iCap Vault 1, LLC"
1800227,IAC Inc.
1800315,"GALECTO, INC."
1800347,"E2open Parent Holdings, Inc."
1800373,"GOLDENWELL BIOTECH, INC."
1800392,MICROALGO INC.
1800637,Agrify Corp
1800667,JFrog Ltd.
1800682,"Cano Health, Inc."
1801075,"American National Group, Inc."
1801169,Opendoor Technologies Inc.
1801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE"
1801368,MP Materials Corp. / DE
1801602,"SPRINGBIG HOLDINGS, INC."
1801661,SKILLZ INC.
1801754,"TREAN INSURANCE GROUP, INC."
1801777,APPLIED MOLECULAR TRANSPORT INC.
1802450,"MSP Recovery, Inc."
1802457,"ORIGIN MATERIALS, INC."
1802546,"KONA GOLD BEVERAGE, INC."
1802665,"HARMONY BIOSCIENCES HOLDINGS, INC."
1802749,"Lightning eMotors, Inc."
1802768,Royalty Pharma plc
1802830,"PELICAN DELIVERS, INC."
1803096,"Starguide Group, Inc."
1803284,Hygge Integrated Brands Corp.
1803599,CONCENTRIX CORPORATION
1803696,ADEIA INC.
1803827,Pipergy Inc.
1803901,"TALKSPACE, INC."
1803914,"PLBY Group, Inc."
1803977,LIMITLESS X HOLDINGS INC.
1804176,"Butterfly Network, Inc."
1804506,HUB DEALS CORP.
1804585,"Nugenerex Immuno-oncology, Inc."
1804591,23ANDME HOLDING CO
1804745,Driven Brands Holdings Inc.
1805024,AMERGENT HOSPITALITY GROUP INC.
1805077,"EOS ENERGY ENTERPRISES, INC."
1805087,"Gelesis Holdings, Inc."
1805284,"Rocket Companies, Inc."
1805385,"Evolv Technologies Holdings, Inc."
1805387,"CEREVEL THERAPEUTICS HOLDINGS, INC."
1805508,ITIQUIRA ACQUISITION CORP.
1805521,Faraday Future Intelligent Electric Inc.
1805651,"MarketWise, Inc."
1805795,MALLARD ACQUISITION CORP.
1805833,"System1, Inc."
1805890,Fusion Pharmaceuticals Inc.
1806156,GAMING & HOSPITALITY ACQUISITION CORP.
1806201,OPEN LENDING CORPORATION
1806310,"Taysha Gene Therapies, Inc."
1806837,"Vertex, Inc."
1807120,"Design Therapeutics, Inc."
1807166,Amesite Inc.
1807594,Malacca Straits Acquisition Co Ltd
1807616,HI-GREAT GROUP HOLDING COMPANY
1807707,"AppHarvest, Inc."
1807765,PMV Consumer Acquisition Corp.
1807846,MONEYLION INC.
1807887,Laser Photonics Corporation
